0,-1
1,0
2,1
3,1
4,0
5,0
6,-1
7,1
8,0
9,0
10,-1
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,-1
23,-1
24,1
25,-1
26,1
27,1
28,-1
29,1
30,0
31,-1
32,1
33,-1
34,1
35,0
36,-1
37,-1
38,0
39,1
40,-1
41,1
42,1
43,0
44,0
45,0
46,0
47,-1
48,-1
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,1
57,-1
58,1
59,-1
60,1
61,1
62,-1
63,1
64,0
65,-1
66,-1
67,1
68,-1
69,0
70,1
71,1
72,-1
73,1
74,0
75,0
76,-1
77,-1
78,0
79,0
80,1
81,1
82,-1
83,-1
84,0
85,1
86,-1
87,0
88,0
89,0
90,1
91,-1
92,0
93,0
94,1
95,1
96,-1
97,1
98,-1
99,1
100,0
101,0
102,-1
103,1
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,-1
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,-1
139,-1
140,1
141,1
142,0
143,-1
144,1
145,-1
146,1
147,-1
148,-1
149,0
150,1
151,-1
152,1
153,-1
154,0
155,0
156,1
157,-1
158,0
159,0
160,1
161,-1
162,0
163,0
164,0
165,0
166,0
167,1
168,-1
169,1
170,-1
171,0
172,0
173,1
174,1
175,-1
176,-1
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,1
203,1
204,-1
205,1
206,0
207,0
208,-1
209,-1
210,1
211,1
212,0
213,0
214,0
215,-1
216,-1
217,1
218,1
219,0
220,-1
221,-1
222,0
223,1
224,1
225,0
226,-1
227,-1
228,0
229,0
230,1
231,1
232,0
233,-1
234,1
235,-1
236,-1
237,1
238,1
239,-1
240,-1
241,0
242,0
243,0
244,0
245,1
246,-1
247,1
248,1
249,-1
250,-1
251,1
252,-1
253,1
254,1
255,-1
256,1
257,0
258,0
259,-1
260,1
261,0
262,0
263,0
264,-1
265,-1
266,0
267,1
268,-1
269,0
